week_number,emailer_for_promotion,homepage_featured,num_orders,op_area,Meat,Other,Seafood,Vegetarian,beverage,dessert,main,side,starter,city_id,meal_id,base_price_normed,checkout_price_normed,price_diff,month_num,quarter_num,year_num,num_orders_last_year,num_orders_last_week,num_orders_rolling_4_weeks,num_orders_rolling_16_weeks,num_orders_last_year_rolling_4_weeks,num_orders_last_year_rolling_16_weeks
145,0,0,284,4.6,0,1,0,0,0,1,0,0,0,56,36,1.21371986456499,1.2074961478600368,0.006223716704953253,10,4,3,904.0,378.0,462.75,554.0,324.75,313.75
145,0,0,82,4.6,0,1,0,0,1,0,0,0,0,56,22,2.324342110563909,2.3181183938589554,0.006223716704953475,10,4,3,472.0,216.0,516.75,560.75,37.5,48.875
145,0,0,82,4.6,0,1,0,0,1,0,0,0,0,56,19,2.330565827268862,2.3181183938589554,0.012447433409906505,10,4,3,420.0,149.0,500.5,559.1875,399.25,329.875
145,0,0,28,4.6,0,1,0,0,1,0,0,0,0,56,16,2.3181183938589554,2.330565827268862,-0.012447433409906505,10,4,3,460.0,163.0,480.25,543.125,54.25,53.125
145,0,0,123,4.6,1,0,0,0,0,0,1,0,0,56,24,-0.5734203872623547,-1.0624178087705367,0.48899742150818204,10,4,3,217.0,82.0,490.25,526.25,84.5,56.5
145,0,0,68,4.6,1,0,0,0,0,0,1,0,0,56,29,-0.21742379173902512,-0.21120007503407182,-0.006223716704953308,10,4,3,40.0,40.0,483.0,527.0625,423.0,351.0625
145,0,0,135,4.6,1,0,0,0,0,0,1,0,0,56,28,-0.21742379173902512,-0.2049763583291185,-0.012447433409906616,10,4,3,149.0,122.0,482.75,511.8125,406.25,357.8125
145,0,0,15,4.6,0,1,0,0,0,0,0,0,1,56,13,0.6339806534985885,0.6277569367936352,0.006223716704953253,10,4,3,54.0,42.0,499.5,510.8125,51.25,33.4375
145,0,0,68,4.6,1,0,0,0,0,0,1,0,0,56,17,0.8030167992051204,0.8092405159100736,-0.006223716704953253,10,4,3,42.0,109.0,442.25,487.25,13.5,49.875
145,0,0,28,4.6,0,1,0,0,0,1,0,0,0,56,15,0.8092405159100736,0.8092405159100736,0.0,10,4,3,26.0,27.0,310.75,445.8125,166.25,191.0625
145,0,1,540,4.6,1,0,0,0,0,0,1,0,0,56,41,-0.2053497813314157,-0.6577517486144722,0.4524019672830565,10,4,3,339.0,661.0,0.0,0.0,61.0,54.875
145,0,1,810,4.6,0,1,0,0,0,1,0,0,0,56,39,-0.1929023479215091,-0.7060477902449098,0.5131454423234008,10,4,3,350.0,890.0,0.0,0.0,75.0,56.6875
145,0,0,283,4.6,1,0,0,0,0,0,1,0,0,56,40,-0.39231023114821345,-0.38608651444326014,-0.006223716704953308,10,4,3,285.0,217.0,0.0,0.0,334.5,350.8125
145,0,0,215,2.8,0,0,0,1,0,0,1,0,0,5,50,-1.4670838689266013,-1.460860152221648,-0.006223716704953253,10,4,3,339.0,177.0,543.5,0.0,159.5,83.0
145,0,0,53,2.8,1,0,0,0,0,0,1,0,0,5,48,-1.44859943031289,-1.4610468637227965,0.012447433409906505,10,4,3,217.0,269.0,452.75,0.0,220.25,102.5
145,0,0,69,2.8,1,0,0,0,0,0,1,0,0,5,37,-1.4365254199052806,-1.4427491366102339,0.006223716704953253,10,4,3,14.0,95.0,388.75,0.0,101.5,223.625
145,0,0,41,2.8,0,0,0,1,0,0,0,0,1,5,8,-0.45890399989121383,-0.4464565664813072,-0.012447433409906616,10,4,3,13.0,27.0,284.5,0.0,129.0,102.4375
145,0,0,28,2.8,0,0,1,0,0,0,1,0,0,5,23,-1.237304248179725,-1.2497516815896317,0.012447433409906727,10,4,3,40.0,81.0,233.5,0.0,20.75,19.625
145,0,0,28,2.8,1,0,0,0,0,0,0,0,1,5,18,-1.2497516815896317,-1.2497516815896317,0.0,10,4,3,55.0,27.0,236.75,0.0,159.25,351.125
145,1,1,189,2.8,1,0,0,0,0,0,1,0,0,5,38,-1.2556019752922878,-1.1165641441036307,-0.1390378311886571,10,4,3,150.0,134.0,253.5,0.0,233.25,211.4375
145,1,1,445,2.8,0,0,0,1,0,0,0,0,1,5,42,-1.255415263791139,-1.1652336087363655,-0.0901816550547736,10,4,3,176.0,203.0,277.0,0.0,324.75,315.1875
145,0,0,283,2.8,0,0,0,1,0,0,0,0,1,5,46,-0.9114926786754187,-0.9052689619704655,-0.006223716704953253,10,4,3,350.0,177.0,277.0,0.0,67.25,114.25
145,0,0,54,2.8,0,0,0,1,0,0,0,0,1,5,31,0.036317138321921426,0.04254085502687474,-0.006223716704953315,10,4,3,80.0,95.0,310.75,0.0,50.75,43.4375
145,0,0,121,2.8,1,0,0,0,0,0,1,0,0,5,32,-0.00612860960586014,9.510709909317524e-05,-0.006223716704953315,10,4,3,81.0,67.0,304.0,0.0,84.75,118.625
145,0,0,80,2.8,0,0,1,0,0,0,1,0,0,5,34,0.04820443722838242,0.06065187063828905,-0.01244743340990663,10,4,3,161.0,41.0,341.0,0.0,37.0,44.1875
145,0,0,96,2.8,0,0,0,1,0,0,0,0,1,5,51,-0.5794573924661596,-0.5794573924661596,0.0,10,4,3,337.0,350.0,385.0,359.75,43.75,44.9375
145,0,0,67,2.8,1,0,0,0,0,0,1,0,0,5,43,0.428722476569228,0.4349461932741813,-0.006223716704953308,10,4,3,122.0,122.0,364.25,341.125,104.75,127.75
145,0,0,311,2.8,0,0,1,0,0,0,1,0,0,5,47,-0.3623119166303381,-0.3623119166303381,0.0,10,4,3,54.0,177.0,387.75,333.5,114.75,128.5625
145,0,0,14,2.8,0,0,0,1,0,0,0,1,0,5,10,1.412567613288248,1.4187913299932013,-0.006223716704953253,10,4,3,26.0,28.0,334.0,309.125,263.5,314.6875
145,0,0,42,2.8,0,1,0,0,1,0,0,0,0,5,6,1.4187913299932013,1.412567613288248,0.006223716704953253,10,4,3,40.0,42.0,266.25,290.4375,138.75,109.0625
145,0,0,28,2.8,0,1,0,0,1,0,0,0,0,5,1,1.5759401767932726,1.5634927433833659,0.012447433409906727,10,4,3,41.0,82.0,239.5,287.8125,226.5,196.125
145,0,0,81,2.8,0,1,0,0,0,0,0,0,1,5,33,-0.2049763583291185,-0.2049763583291185,0.0,10,4,3,69.0,135.0,199.5,286.1875,47.0,48.8125
145,0,0,96,2.8,0,0,0,1,0,0,0,0,1,5,27,-0.21742379173902512,-0.21120007503407182,-0.006223716704953308,10,4,3,69.0,67.0,189.0,285.25,148.75,215.0625
145,1,0,13,2.8,0,0,0,1,0,0,0,1,0,5,11,-0.1147947032743449,-0.7003842080434024,0.5855895047690575,10,4,3,26.0,14.0,189.25,279.375,314.0,342.75
145,0,0,13,2.8,1,0,0,0,0,0,1,0,0,5,14,0.9537552177990898,0.513240549422494,0.4405146683765958,10,4,3,28.0,68.0,203.0,279.375,148.75,100.625
145,0,0,176,2.8,0,0,1,0,0,0,0,0,1,5,44,-0.16894103860743867,-0.17516475531239198,0.006223716704953308,10,4,3,67.0,242.0,213.0,276.0625,459.5,470.9375
145,0,0,405,2.8,1,0,0,0,0,0,1,0,0,5,49,-0.4106079582607762,-0.4106079582607762,0.0,10,4,3,231.0,350.0,223.25,271.8125,463.0,465.875
145,0,0,109,2.8,0,0,0,1,0,0,1,0,0,5,45,-0.38608651444326014,-0.38608651444326014,0.0,10,4,3,134.0,242.0,277.5,279.5,51.5,70.25
145,0,0,14,2.8,0,1,0,0,0,0,0,0,1,5,4,0.5736106014605414,0.5673868847555881,0.006223716704953364,10,4,3,0.0,13.0,300.75,276.875,0.0,0.0
145,0,0,26,2.8,0,0,0,1,0,0,1,0,0,5,2,0.6277569367936352,0.6277569367936352,0.0,10,4,3,15.0,14.0,300.75,275.25,20.75,61.25
145,0,0,136,2.8,0,0,0,1,0,0,0,0,1,5,30,0.9841269553192623,0.9903506720242157,-0.006223716704953364,10,4,3,352.0,161.0,304.0,262.5625,432.25,439.75
145,0,0,108,2.8,0,0,0,1,0,0,0,1,0,5,35,0.9841269553192623,0.9841269553192623,0.0,10,4,3,337.0,95.0,293.75,256.6875,64.0,57.3125
145,0,0,203,2.8,0,1,0,0,0,1,0,0,0,5,36,0.9903506720242157,0.9779032386143086,0.01244743340990706,10,4,3,108.0,243.0,344.5,271.9375,132.0,75.4375
145,0,0,13,2.8,0,1,0,0,1,0,0,0,0,5,19,2.3181183938589554,1.412567613288248,0.9055507805707073,10,4,3,28.0,54.0,334.25,261.875,395.75,352.25
145,0,1,68,2.8,1,0,0,0,0,0,1,0,0,5,24,-0.5734203872623547,-1.0561940920655832,0.48277370480322856,10,4,3,53.0,14.0,364.75,270.25,458.5,407.6875
145,0,0,14,2.8,1,0,0,0,0,0,1,0,0,5,29,-0.21120007503407182,-0.2049763583291185,-0.006223716704953308,10,4,3,0.0,15.0,283.5,261.0,0.0,0.0
145,0,0,26,2.8,1,0,0,0,0,0,1,0,0,5,28,-0.21742379173902512,-0.21742379173902512,0.0,10,4,3,69.0,15.0,189.25,259.375,158.75,174.8125
145,0,0,41,2.8,0,1,0,0,0,0,0,0,1,5,13,0.5798343181654947,0.5798343181654947,0.0,10,4,3,121.0,14.0,152.0,250.0,202.75,234.1875
145,0,0,42,2.8,1,0,0,0,0,0,1,0,0,5,17,0.8092405159100736,0.8092405159100736,0.0,10,4,3,41.0,27.0,122.0,253.5,37.5,29.375
145,0,0,13,2.8,0,1,0,0,0,1,0,0,0,5,15,0.8092405159100736,0.8092405159100736,0.0,10,4,3,14.0,15.0,162.75,254.375,149.25,198.6875
145,0,0,176,2.8,1,0,0,0,0,0,1,0,0,5,41,-0.4345692675748462,-0.6456777382068628,0.2111084706320166,10,4,3,393.0,204.0,213.5,262.0,422.5,437.5
145,0,0,190,2.8,0,1,0,0,0,1,0,0,0,5,39,-0.4283455508698929,-0.6581251716167694,0.22977962074687652,10,4,3,324.0,150.0,254.25,260.3125,91.5,75.625
145,0,0,54,2.8,1,0,0,0,0,0,1,0,0,5,40,-0.45249357168511173,-0.46494100509501834,0.012447433409906616,10,4,3,40.0,95.0,237.25,257.0,375.0,433.1875
145,0,1,1473,4.4,0,0,0,1,0,0,1,0,0,66,50,-1.3038980169227254,-1.2256036607744127,-0.0782943561483127,10,4,3,1404.0,1404.0,227.25,241.8125,152.0,88.125
145,0,1,365,4.4,1,0,0,0,0,0,1,0,0,66,48,-1.297674300217772,-1.213156227364506,-0.08451807285326596,10,4,3,971.0,1040.0,176.25,230.875,374.75,423.0
145,0,1,647,4.4,1,0,0,0,0,0,1,0,0,66,37,-1.261452268994944,-1.2071192221607012,-0.05433304683424267,10,4,3,608.0,690.0,189.75,232.5625,75.0,73.0625
145,0,0,40,4.4,0,0,0,1,0,0,0,0,1,66,8,-0.38608651444326014,-0.39853394785316676,0.012447433409906616,10,4,3,81.0,41.0,388.5,278.125,179.0,254.9375
145,0,0,150,4.4,0,0,1,0,0,0,1,0,0,66,23,-1.20730593366185,-1.20730593366185,0.0,10,4,3,177.0,26.0,509.75,295.8125,209.75,253.3125
145,0,0,55,4.4,1,0,0,0,0,0,0,0,1,66,18,-1.2012689284580451,-1.2074926451629984,0.006223716704953253,10,4,3,42.0,42.0,648.0,306.75,230.0,243.1875
145,0,0,377,4.4,1,0,0,0,0,0,1,0,0,66,38,-1.06864152547549,-1.06864152547549,0.0,10,4,3,501.0,593.0,756.25,338.0625,479.25,421.25
145,0,0,540,4.4,0,0,0,1,0,0,0,0,1,66,42,-1.0139350556389504,-1.026382489048857,0.012447433409906727,10,4,3,405.0,458.0,662.25,352.5,57.25,70.8125
145,0,0,933,4.4,0,0,0,1,0,0,0,0,1,66,46,-0.7245322288586212,-0.7120847954487146,-0.012447433409906616,10,4,3,987.0,986.0,618.0,379.4375,54.5,71.75
145,0,0,95,4.4,0,0,0,1,0,0,0,0,1,66,31,0.09065018515616398,0.0968739018611173,-0.006223716704953322,10,4,3,123.0,82.0,499.75,384.375,0.0,0.0
145,0,0,41,4.4,1,0,0,0,0,0,1,0,0,66,32,0.21742729443606304,0.21120357773110973,0.006223716704953308,10,4,3,69.0,26.0,361.25,390.375,340.5,259.125
145,0,0,202,4.4,0,0,1,0,0,0,1,0,0,66,34,0.18724226841703934,0.18724226841703934,0.0,10,4,3,204.0,177.0,252.75,385.1875,0.0,0.0
145,0,0,878,4.4,0,0,0,1,0,0,0,0,1,66,51,-0.39834723635201796,-0.40457095305697127,0.006223716704953308,10,4,3,1068.0,986.0,189.0,386.0,162.25,0.0
145,0,0,458,4.4,1,0,0,0,0,0,1,0,0,66,43,0.6881269888316822,0.6943507055366356,-0.006223716704953364,10,4,3,541.0,312.0,206.0,382.5,40.75,59.5625
145,0,0,999,4.4,0,0,1,0,0,0,1,0,0,66,47,-0.39212351964706466,-0.39834723635201796,0.006223716704953308,10,4,3,379.0,742.0,202.75,377.5,34.5,67.625
145,0,0,123,4.4,0,0,0,1,0,0,0,1,0,66,10,1.7747879255165313,1.7747879255165313,0.0,10,4,3,175.0,176.0,192.5,374.0,37.5,57.4375
145,0,0,123,4.4,0,1,0,0,1,0,0,0,0,66,6,1.7747879255165313,1.7810116422214846,-0.006223716704953253,10,4,3,150.0,134.0,145.0,365.4375,71.0,66.3125
145,0,0,216,4.4,1,0,0,0,0,0,1,0,0,66,20,-0.21742379173902512,-0.21120007503407182,-0.006223716704953308,10,4,3,190.0,134.0,98.0,362.9375,162.75,0.0
145,0,0,94,4.4,0,1,0,0,0,0,0,0,1,66,33,-0.21742379173902512,-0.2049763583291185,-0.012447433409906616,10,4,3,68.0,230.0,77.25,349.375,368.25,0.0
145,0,0,189,4.4,0,0,0,1,0,0,0,0,1,66,27,-0.21120007503407182,-0.21120007503407182,0.0,10,4,3,149.0,109.0,175.75,320.8125,53.75,44.9375
145,1,0,122,4.4,0,0,0,1,0,0,0,1,0,66,11,-0.10857098656939158,-0.6943472028395976,0.585776216270206,10,4,3,351.0,15.0,219.75,292.9375,330.75,280.5625
145,0,0,53,4.4,0,1,0,0,0,0,0,0,1,66,12,0.20553999552960206,0.20553999552960206,0.0,10,4,3,107.0,134.0,330.75,283.625,54.75,54.5625
145,0,0,67,4.4,1,0,0,0,0,0,1,0,0,66,14,0.760944474279636,0.760944474279636,0.0,10,4,3,40.0,55.0,357.75,249.75,65.25,55.4375
145,0,0,432,4.4,0,0,1,0,0,0,0,0,1,66,44,0.14479652048925776,0.15102023719421107,-0.006223716704953308,10,4,3,851.0,539.0,300.0,230.25,64.75,46.8125
145,0,0,541,4.4,1,0,0,0,0,0,1,0,0,66,49,-0.22346079694282966,-0.21723708023787636,-0.006223716704953308,10,4,3,514.0,717.0,300.0,213.4375,65.0,47.625
145,0,0,231,4.4,0,0,0,1,0,0,1,0,0,66,45,-0.07838596055036787,-0.08460967725532118,0.006223716704953308,10,4,3,1472.0,231.0,216.0,212.6875,154.5,215.1875
145,0,0,68,4.4,0,0,0,1,0,0,0,1,0,66,3,0.5798343181654947,0.5736106014605414,0.006223716704953253,10,4,3,28.0,54.0,229.5,216.8125,392.0,244.125
145,0,0,27,4.4,0,1,0,0,0,0,0,0,1,66,4,0.5673868847555881,0.5736106014605414,-0.006223716704953364,10,4,3,13.0,94.0,192.5,215.1875,544.5,277.875
145,0,0,41,4.4,0,0,0,1,0,0,1,0,0,66,2,0.8088670929077765,0.8150908096127297,-0.006223716704953253,10,4,3,14.0,41.0,182.5,211.8125,30.5,0.0
145,0,0,163,4.4,1,0,0,0,0,0,1,0,0,66,21,-0.7426432444700354,-0.9658257255096613,0.2231824810396259,10,4,3,244.0,94.0,138.25,195.75,44.0,55.0625
145,0,0,122,4.4,0,0,0,1,0,0,0,0,1,66,26,-1.0199720608427552,-1.0324194942526617,0.012447433409906505,10,4,3,162.0,163.0,104.75,192.3125,78.0,65.375
145,0,0,134,4.4,0,1,0,0,0,1,0,0,0,66,25,-0.9294169827856844,-0.9356406994906378,0.006223716704953364,10,4,3,190.0,149.0,91.0,189.8125,67.75,56.875
145,0,0,148,4.4,0,0,0,1,0,0,0,0,1,66,9,-0.9899737463248801,-0.9961974630298335,0.006223716704953364,10,4,3,68.0,108.0,63.75,191.5,81.5,72.25
145,0,0,68,4.4,0,1,0,0,0,1,0,0,0,66,7,-0.9899737463248801,-0.9899737463248801,0.0,10,4,3,81.0,69.0,74.0,189.75,135.5,182.4375
145,0,0,27,4.4,0,0,0,1,0,0,1,0,0,66,5,-0.9899737463248801,-0.9961974630298335,0.006223716704953364,10,4,3,40.0,67.0,121.5,203.375,71.5,72.3125
145,0,0,55,4.4,0,0,0,1,0,0,0,0,1,66,30,1.2978645144159588,1.3103119478258654,-0.012447433409906505,10,4,3,68.0,55.0,189.25,193.1875,57.75,69.8125
145,0,0,271,4.4,0,0,0,1,0,0,0,1,0,66,35,1.304088231120912,1.304088231120912,0.0,10,4,3,53.0,150.0,277.25,205.875,40.5,68.125
145,0,0,325,4.4,0,1,0,0,0,1,0,0,0,66,36,1.2978645144159588,1.3103119478258654,-0.012447433409906505,10,4,3,836.0,284.0,345.25,193.375,94.75,120.0
145,0,0,55,4.4,0,1,0,0,1,0,0,0,0,66,22,2.324342110563909,2.324342110563909,0.0,10,4,3,512.0,352.0,324.5,195.0625,40.5,68.0625
145,0,0,26,4.4,0,1,0,0,1,0,0,0,0,66,19,2.3181183938589554,2.324342110563909,-0.006223716704953475,10,4,3,69.0,258.0,294.0,191.6875,185.75,244.125
145,0,0,68,4.4,0,1,0,0,1,0,0,0,0,66,16,2.324342110563909,2.330565827268862,-0.006223716704953031,10,4,3,53.0,229.0,240.0,190.875,67.5,52.5625
145,0,1,460,4.4,1,0,0,0,0,0,1,0,0,66,24,-0.7003842080434024,-1.1829712013454825,0.4825869933020801,10,4,3,176.0,500.0,212.75,192.5625,64.25,66.125
145,0,1,298,4.4,1,0,0,0,0,0,1,0,0,66,29,-0.2049763583291185,-0.2049763583291185,0.0,10,4,3,365.0,256.0,223.25,193.5,338.0,224.9375
145,0,1,310,4.4,1,0,0,0,0,0,1,0,0,66,28,-0.2049763583291185,-0.21742379173902512,0.012447433409906616,10,4,3,298.0,337.0,236.75,202.75,77.75,61.0
145,0,1,121,4.4,0,1,0,0,0,0,0,0,1,66,13,0.21761400593721147,-0.38004950923945524,0.5976635151766667,10,4,3,122.0,135.0,253.75,208.6875,37.0,54.1875
145,0,0,94,4.4,1,0,0,0,0,0,1,0,0,66,17,0.8213145263176831,0.8150908096127297,0.006223716704953364,10,4,3,53.0,136.0,277.0,227.25,75.25,62.0
145,0,0,54,4.4,0,1,0,0,0,1,0,0,0,66,15,0.8088670929077765,0.8150908096127297,-0.006223716704953253,10,4,3,53.0,80.0,300.75,242.5,320.5,0.0
145,0,0,634,4.4,1,0,0,0,0,0,1,0,0,66,41,-0.09027325945682885,-0.694160491338449,0.6038872318816202,10,4,3,405.0,513.0,277.0,249.25,38.0,46.75
145,0,0,526,4.4,0,1,0,0,0,1,0,0,0,66,39,-0.09027325945682885,-0.7366062392662306,0.6463329798094017,10,4,3,203.0,566.0,267.0,259.5,48.0,56.0625
145,0,0,149,4.4,1,0,0,0,0,0,1,0,0,66,40,-0.39231023114821345,-0.38608651444326014,-0.006223716704953308,10,4,3,202.0,244.0,281.0,279.0,155.5,256.0
145,0,0,1041,4.5,0,0,0,1,0,0,1,0,0,64,50,-1.2193799440694595,-1.2193799440694595,0.0,10,4,3,1121.0,1457.0,321.5,292.5,77.75,66.0625
145,0,1,202,4.5,1,0,0,0,0,0,1,0,0,64,48,-1.2737129909037017,-1.2256036607744127,-0.048109330129288974,10,4,3,985.0,581.0,351.75,289.875,156.25,268.125
145,0,1,175,4.5,1,0,0,0,0,0,1,0,0,64,37,-1.261452268994944,-1.225416949273264,-0.03603531972167984,10,4,3,838.0,405.0,354.5,278.8125,124.75,77.125
145,0,0,54,4.5,0,0,0,1,0,0,0,0,1,64,8,-0.39853394785316676,-0.39231023114821345,-0.006223716704953308,10,4,3,42.0,80.0,333.75,276.125,44.0,44.0625
145,0,0,40,4.5,0,0,1,0,0,0,1,0,0,64,23,-1.219566655570608,-1.219566655570608,0.0,10,4,3,109.0,55.0,255.5,275.25,357.25,286.9375
145,0,0,54,4.5,1,0,0,0,0,0,0,0,1,64,18,-1.1771209076428264,-1.1771209076428264,0.0,10,4,3,40.0,15.0,279.25,286.1875,37.25,39.0625
145,0,0,649,4.5,1,0,0,0,0,0,1,0,0,64,38,-1.0324194942526617,-1.0199720608427552,-0.012447433409906505,10,4,3,836.0,620.0,286.5,290.4375,51.0,78.0625
145,0,0,690,4.5,0,0,0,1,0,0,0,0,1,64,42,-1.0201587723439036,-1.0139350556389504,-0.006223716704953253,10,4,3,852.0,744.0,297.0,297.1875,43.75,73.8125
145,0,0,701,4.5,0,0,0,1,0,0,0,0,1,64,46,-0.7000107850411051,-0.7000107850411051,0.0,10,4,3,1835.0,1120.0,270.25,287.0,63.75,74.5625
145,0,0,283,4.5,0,0,0,1,0,0,0,0,1,64,31,0.1870555569158909,0.19950299032579752,-0.012447433409906616,10,4,3,270.0,270.0,284.0,298.0,46.75,71.125
145,0,0,188,4.5,1,0,0,0,0,0,1,0,0,64,32,0.16931796430677382,0.16309424760182048,0.006223716704953336,10,4,3,270.0,269.0,253.25,290.3125,0.0,0.0
145,0,0,447,4.5,0,0,1,0,0,0,1,0,0,64,34,0.21120357773110973,0.21742729443606304,-0.006223716704953308,10,4,3,312.0,297.0,192.5,276.0625,162.25,142.25
145,0,0,283,4.5,0,0,0,1,0,0,0,0,1,64,51,-0.5128636237231589,-0.5253110571330655,0.012447433409906616,10,4,3,541.0,891.0,199.25,261.625,139.0,130.5625
145,0,0,405,4.5,1,0,0,0,0,0,1,0,0,64,43,0.6881269888316822,0.6881269888316822,0.0,10,4,3,447.0,405.0,124.75,259.9375,145.25,0.0
145,0,0,689,4.5,0,0,1,0,0,0,1,0,0,64,47,-0.39231023114821345,-0.5734203872623547,0.18111015611414122,10,4,3,620.0,647.0,199.25,273.375,267.25,166.8125
145,0,0,94,4.5,0,0,0,1,0,0,0,1,0,64,10,1.7810116422214846,1.7872353589264378,-0.006223716704953253,10,4,3,55.0,108.0,307.0,282.5625,168.5,0.0
145,0,0,40,4.5,1,0,0,0,0,0,1,0,0,64,20,-0.2049763583291185,-0.21742379173902512,0.012447433409906616,10,4,3,69.0,80.0,485.75,302.6875,299.75,0.0
145,0,0,15,4.5,0,1,0,0,0,0,0,0,1,64,33,-0.21742379173902512,-0.21742379173902512,0.0,10,4,3,80.0,42.0,553.75,310.4375,202.0,185.875
145,0,0,27,4.5,0,0,0,1,0,0,0,0,1,64,27,-0.21742379173902512,-0.21742379173902512,0.0,10,4,3,121.0,41.0,503.0,310.5,259.25,202.75
145,1,0,69,4.5,0,0,0,1,0,0,0,1,0,64,11,-0.1147947032743449,-0.681899769429691,0.5671050661553461,10,4,3,14.0,95.0,465.75,315.5625,148.75,195.375
145,0,0,82,4.5,0,1,0,0,0,0,0,0,1,64,12,0.5072035442186894,0.5134272609236428,-0.006223716704953364,10,4,3,94.0,108.0,304.25,314.875,215.75,196.0
145,0,0,567,4.5,0,0,1,0,0,0,0,0,1,64,44,0.15102023719421107,0.1572439538991644,-0.006223716704953336,10,4,3,1000.0,500.0,263.75,306.5625,104.5,0.0
145,0,0,366,4.5,1,0,0,0,0,0,1,0,0,64,49,-0.22346079694282966,-0.22346079694282966,0.0,10,4,3,231.0,352.0,307.75,315.8125,108.5,199.3125
145,0,0,107,4.5,0,0,0,1,0,0,1,0,0,64,45,-0.030276630421078976,-0.030276630421078976,0.0,10,4,3,2079.0,177.0,315.0,320.0625,148.5,205.1875
145,0,0,28,4.5,0,0,0,1,0,0,0,1,0,64,3,0.5736106014605414,0.5736106014605414,0.0,10,4,3,13.0,15.0,358.25,336.875,47.5,0.0
145,0,0,54,4.5,0,0,0,1,0,0,1,0,0,64,2,0.8150908096127297,0.8088670929077765,0.006223716704953253,10,4,3,27.0,13.0,365.0,326.8125,104.75,91.25
145,0,0,161,4.5,1,0,0,0,0,0,1,0,0,64,21,-0.8875313693613486,-1.140898876419998,0.2533675070586495,10,4,3,0.0,230.0,277.0,321.75,0.0,0.0
145,0,0,94,4.5,0,0,0,1,0,0,0,0,1,64,26,-0.694160491338449,-0.6879367746334958,-0.006223716704953253,10,4,3,0.0,42.0,209.5,324.3125,0.0,0.0
145,0,0,150,4.5,0,1,0,0,0,1,0,0,0,64,25,-1.140898876419998,-1.4368988429075777,0.29599996648757965,10,4,3,0.0,135.0,169.25,329.375,0.0,0.0
145,0,0,95,4.5,0,0,0,1,0,0,0,0,1,64,9,-0.9899737463248801,-0.9899737463248801,0.0,10,4,3,41.0,95.0,152.0,333.625,223.0,213.625
145,0,0,40,4.5,0,1,0,0,0,1,0,0,0,64,7,-0.9899737463248801,-0.9899737463248801,0.0,10,4,3,108.0,107.0,222.75,327.625,256.75,222.9375
145,0,0,40,4.5,0,0,0,1,0,0,1,0,0,64,5,-0.9899737463248801,-0.9899737463248801,0.0,10,4,3,13.0,80.0,286.75,319.25,54.0,49.0
145,0,0,202,4.5,0,0,0,1,0,0,0,0,1,64,30,1.3103119478258654,1.3103119478258654,0.0,10,4,3,1122.0,122.0,297.25,282.25,247.0,232.1875
145,0,0,230,4.5,0,0,0,1,0,0,0,1,0,64,35,1.3103119478258654,1.2978645144159588,0.012447433409906505,10,4,3,1107.0,134.0,388.75,292.375,260.25,240.5625
145,0,0,258,4.5,0,1,0,0,0,1,0,0,0,64,36,1.2978645144159588,1.3103119478258654,-0.012447433409906505,10,4,3,122.0,189.0,392.25,299.9375,71.25,93.1875
145,0,0,26,4.5,0,1,0,0,1,0,0,0,0,64,22,2.330565827268862,2.330565827268862,0.0,10,4,3,41.0,392.0,425.75,309.25,236.5,215.25
145,0,0,26,4.5,0,1,0,0,1,0,0,0,0,64,19,2.3181183938589554,2.3181183938589554,0.0,10,4,3,27.0,378.0,486.0,327.6875,171.75,381.5625
145,0,0,42,4.5,0,1,0,0,1,0,0,0,0,64,16,2.330565827268862,2.3181183938589554,0.012447433409906505,10,4,3,68.0,150.0,404.75,327.625,68.0,54.125
145,0,0,108,4.5,1,0,0,0,0,0,1,0,0,64,24,-0.6879367746334958,-1.1829712013454825,0.4950344267119867,10,4,3,82.0,163.0,421.75,328.4375,53.75,46.4375
145,0,1,150,4.5,1,0,0,0,0,0,1,0,0,64,29,-0.21742379173902512,-0.21742379173902512,0.0,10,4,3,216.0,323.0,351.0,318.25,54.5,64.625
145,0,0,82,4.5,1,0,0,0,0,0,1,0,0,64,28,-0.21120007503407182,-0.21120007503407182,0.0,10,4,3,68.0,175.0,327.75,320.0625,314.0,228.9375
145,0,0,41,4.5,0,1,0,0,0,0,0,0,1,64,13,0.21761400593721147,0.21761400593721147,0.0,10,4,3,41.0,13.0,324.5,317.5,21.0,24.875
145,0,0,96,4.5,1,0,0,0,0,0,1,0,0,64,17,0.8213145263176831,0.8088670929077765,0.012447433409906616,10,4,3,53.0,28.0,236.75,318.375,38.0,27.875
145,0,0,13,4.5,0,1,0,0,0,1,0,0,0,64,15,0.8213145263176831,0.8088670929077765,0.012447433409906616,10,4,3,41.0,13.0,213.5,319.25,57.25,50.6875
145,0,0,688,4.5,1,0,0,0,0,0,1,0,0,64,41,-0.2053497813314157,-0.7124582184510118,0.5071084371195961,10,4,3,284.0,798.0,196.75,326.9375,115.75,48.25
145,0,0,567,4.5,0,1,0,0,0,1,0,0,0,64,39,-0.1929023479215091,-0.6879367746334958,0.4950344267119867,10,4,3,269.0,919.0,203.5,330.375,121.75,78.1875
145,0,0,229,4.5,1,0,0,0,0,0,1,0,0,64,40,-0.39231023114821345,-0.38608651444326014,-0.006223716704953308,10,4,3,1418.0,350.0,230.5,320.3125,98.5,73.9375
